#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC  nmi    ft
2007 08 21 05 00  84  9.0 10.5  2.69  8.33  5.91 999 1013.5  26.5  27.3 999.0 99.0 99.00
2007 08 21 06 00  66  9.5 11.4  2.70  8.33  5.99 999 1014.0  25.8  27.3 999.0 99.0 99.00
2007 08 21 07 00  68  6.4  8.0  2.69  8.33  6.07 999 1014.4  25.9  27.3 999.0 99.0 99.00
2007 08 21 08 00 103  7.3  8.7  2.51  7.69  5.94 999 1014.8  26.6  27.3 999.0 99.0 99.00
2007 08 21 09 00  93  7.3  9.3  2.50  7.69  5.90 999 1015.1  26.5  27.3 999.0 99.0 99.00
2007 08 21 10 00  79  6.5  7.9  2.30  8.33  5.79 999 1014.9  26.4  27.3 999.0 99.0 99.00
2007 08 21 11 00  77  4.9  5.9  2.29  7.14  5.85 999 1014.5  25.6  27.3 999.0 99.0 99.00
2007 08 21 12 00 120  7.0  8.3  2.38  7.69  6.06 999 1014.0  25.6  27.2 999.0 99.0 99.00
2007 08 21 13 00 117  6.0  7.2  2.15  7.14  5.90 999 1013.6  25.8  27.2 999.0 99.0 99.00
2007 08 21 14 00  87  5.2  6.3  2.20  8.33  6.14 999 1013.5  25.2  27.2 999.0 99.0 99.00
2007 08 21 15 00  87  7.1  8.4  2.24  7.69  6.24 999 1013.3  25.9  27.2 999.0 99.0 99.00
2007 08 21 16 00  80  7.2 10.1  2.27  7.69  6.01 999 1014.0  24.3  27.2 999.0 99.0 99.00
2007 08 21 17 00  87  8.4 10.0  2.50  7.69  6.04 999 1014.1  26.5  27.2 999.0 99.0 99.00
2007 08 21 18 00  85  8.7 10.3  2.25  8.33  5.83 999 1014.5  26.5  27.2 999.0 99.0 99.00
2007 08 21 19 00  88  9.0 10.7  2.38  8.33  5.85 999 1014.9  26.6  27.2 999.0 99.0 99.00
2007 08 21 20 00  89  8.0 10.1  2.47  8.33  6.09 999 1015.2  26.6  27.3 999.0 99.0 99.00
2007 08 21 21 00  89  7.7  9.4  2.30  8.33  5.91 999 1015.1  26.5  27.3 999.0 99.0 99.00
2007 08 21 22 00 103  6.3  7.6  2.48  8.33  6.13 999 1014.9  26.5  27.3 999.0 99.0 99.00
2007 08 21 23 00 110  4.7  5.6  2.41  8.33  6.16 999 1014.4  26.4  27.3 999.0 99.0 99.00
2007 08 22 00 00 106  4.8  5.6  2.18  7.69  6.11 999 1014.0  26.5  27.4 999.0 99.0 99.00
2007 08 22 01 00 114  5.2  6.6  2.22  9.09  6.04 999 1013.4  26.8  27.5 999.0 99.0 99.00
2007 08 22 02 00 116  5.3  6.2  2.27  8.33  6.33 999 1013.1  26.9  27.5 999.0 99.0 99.00
2007 08 22 03 00 107  5.0  6.4  2.35  8.33  6.38 999 1013.4  26.8  27.4 999.0 99.0 99.00
2007 08 22 04 00 113  5.1  6.4  2.33  8.33  6.41 999 1013.7  26.8  27.4 999.0 99.0 99.00
2007 08 22 05 00 108  4.1  5.2  2.41  8.33  6.48 999 1014.2  26.6  27.4 999.0 99.0 99.00
2007 08 22 06 00 103  3.8  5.0  2.31  8.33  6.34 999 1014.8  26.5  27.4 999.0 99.0 99.00
2007 08 22 07 00  75  5.4  6.6  2.16  8.33  6.38 999 1015.1  26.5  27.4 999.0 99.0 99.00
2007 08 22 08 00  88  7.0  8.2  2.21  7.69  6.16 999 1015.6  26.6  27.3 999.0 99.0 99.00
2007 08 22 09 00  65  6.3  7.5  2.32  7.69  6.05 999 1015.7  26.6  27.3 999.0 99.0 99.00
2007 08 22 10 00  70  6.2  7.6  2.25  8.33  5.93 999 1015.7  26.7  27.3 999.0 99.0 99.00
2007 08 22 11 00  62  5.6  7.0  1.97  8.33  5.83 999 1015.1  26.5  27.3 999.0 99.0 99.00
2007 08 22 12 00  75  5.3  6.8  1.93  7.69  5.76 999 1014.8  26.4  27.3 999.0 99.0 99.00
2007 08 22 13 00  77  5.5  6.7  1.91  8.33  6.03 999 1014.3  26.3  27.3 999.0 99.0 99.00
2007 08 22 14 00  79  5.1  6.3  2.02  8.33  6.06 999 1014.1  26.2  27.3 999.0 99.0 99.00
2007 08 22 15 00  86  4.8  6.2  2.09  7.69  6.37 999 1014.0  26.1  27.3 999.0 99.0 99.00
2007 08 22 16 00  91  4.4  5.4  1.85  7.14  5.94 999 1014.4  26.2  27.3 999.0 99.0 99.00
2007 08 22 17 00  93  4.9  5.9  2.02  8.33  6.23 999 1014.7  26.2  27.3 999.0 99.0 99.00
2007 08 22 18 00  96  5.5  7.6  1.93  7.69  6.01 999 1015.3  26.5  27.3 999.0 99.0 99.00
2007 08 22 19 00  94  5.3  6.7  1.79  7.69  5.66 999 1015.8  26.6  27.3 999.0 99.0 99.00
2007 08 22 20 00 127  4.1  5.4  1.84  7.69  5.84 999 1016.3  26.5  27.3 999.0 99.0 99.00
2007 08 22 21 00 141  3.8  5.1  1.81  7.69  5.87 999 1016.4  26.6  27.4 999.0 99.0 99.00
2007 08 22 22 00 156  2.9  4.3  1.70  6.67  5.85 999 1016.2  26.3  27.4 999.0 99.0 99.00
2007 08 22 23 00 148  3.6  4.4  1.79  7.14  6.03 999 1015.8  26.5  27.5 999.0 99.0 99.00
2007 08 23 00 00 138  2.9  4.2  1.64  8.33  5.84 999 1015.2  26.6  27.6 999.0 99.0 99.00
2007 08 23 01 00 140  2.5  3.3  1.72  7.14  6.08 999 1014.6  26.6  27.7 999.0 99.0 99.00
2007 08 23 02 00 138  1.8  2.9  1.71  6.25  6.12 999 1014.2  26.5  27.8 999.0 99.0 99.00
2007 08 23 03 00  70  2.7  3.4  1.82  6.67  6.23 999 1014.1  25.8  27.7 999.0 99.0 99.00
2007 08 23 04 00 111  5.8  7.0  1.60  6.67  5.92 999 1014.2  25.7  27.7 999.0 99.0 99.00
2007 08 23 05 00 201  3.6  4.5  1.73  8.33  6.10 999 1014.8  24.7  27.6 999.0 99.0 99.00
2007 08 23 06 00 224  2.4  3.0  1.54  6.25  5.94 999 1015.1  25.1  27.5 999.0 99.0 99.00
2007 08 23 07 00 236  1.3  1.9  1.62  9.09  6.17 999 1015.5  25.4  27.5 999.0 99.0 99.00
2007 08 23 08 00 103  6.4  9.9  1.62  9.09  6.04 999 1015.8  25.4  27.5 999.0 99.0 99.00
2007 08 23 09 00 141  4.2  4.9  1.74  7.14  6.11 999 1016.0  24.9  27.4 999.0 99.0 99.00
2007 08 23 10 00  33  2.8  3.6  1.63  6.67  6.32 999 1015.6  25.8  27.4 999.0 99.0 99.00
2007 08 23 11 00  66  3.5  4.3  1.73  9.09  6.31 999 1015.0  26.2  27.4 999.0 99.0 99.00
2007 08 23 12 00  65  3.9  6.4  1.72  9.09  6.51 999 1014.7  26.2  27.4 999.0 99.0 99.00
2007 08 23 13 00  88  4.8  5.7  1.67  9.09  6.37 999 1014.3  26.3  27.4 999.0 99.0 99.00
2007 08 23 14 00  79  4.3  5.3  1.59  9.09  6.39 999 1014.2  26.2  27.3 999.0 99.0 99.00
2007 08 23 15 00  79  3.7  4.6  1.65  6.67  6.42 999 1014.4  26.2  27.3 999.0 99.0 99.00
2007 08 23 16 00  78  4.6  5.6  1.64  6.67  5.98 999 1014.4  26.1  27.3 999.0 99.0 99.00
2007 08 23 17 00  70  4.5  5.7  1.56  9.09  6.08 999 1014.7  26.0  27.3 999.0 99.0 99.00
2007 08 23 18 00  66  5.4  6.7  1.68  8.33  6.05 999 1015.0  26.0  27.3 999.0 99.0 99.00
2007 08 23 19 00  69  4.3  5.7  1.53  8.33  5.86 999 1015.1  26.0  27.3 999.0 99.0 99.00
2007 08 23 20 00  69  5.0  6.4  1.58  9.09  6.13 999 1015.2  26.3  27.3 999.0 99.0 99.00
2007 08 23 21 00  86  5.4  6.5  1.70  8.33  6.03 999 1015.1  26.4  27.4 999.0 99.0 99.00
2007 08 23 22 00  97  5.2  6.0  1.64  8.33  6.11 999 1014.8  26.5  27.4 999.0 99.0 99.00
2007 08 23 23 00  98  6.3  7.4  1.72  5.88  5.78 999 1014.2  26.4  27.4 999.0 99.0 99.00
2007 08 24 00 00 108  5.3  6.8  1.63  7.69  5.49 999 1013.6  26.5  27.5 999.0 99.0 99.00
2007 08 24 01 00 105  5.2  6.5  1.65  8.33  5.66 999 1013.3  26.5  27.5 999.0 99.0 99.00
2007 08 24 02 00  95  5.7  7.2  1.68  9.09  5.83 999 1013.1  26.1  27.5 999.0 99.0 99.00
2007 08 24 03 00  94  3.4  4.2  1.67  8.33  5.84 999 1013.0  26.2  27.5 999.0 99.0 99.00
2007 08 24 04 00 107  3.7  4.8  1.57  9.09  5.91 999 1013.2  26.3  27.5 999.0 99.0 99.00
2007 08 24 05 00  99  4.5  5.4  1.74  8.33  6.20 999 1013.6  26.4  27.5 999.0 99.0 99.00
2007 08 24 06 00  94  4.5  5.3  1.68  9.09  6.25 999 1014.2  26.4  27.5 999.0 99.0 99.00
2007 08 24 07 00 106  4.3  5.3  1.69  9.09  6.12 999 1014.7  26.4  27.4 999.0 99.0 99.00
2007 08 24 08 00 127  3.7  4.8  1.70  8.33  6.30 999 1015.2  26.4  27.4 999.0 99.0 99.00
2007 08 24 09 00 113  2.3  3.6  1.72  8.33  6.44 999 1015.4  26.3  27.4 999.0 99.0 99.00
2007 08 24 10 00 105  3.2  4.3  1.83  8.33  6.55 999 1015.3  26.2  27.4 999.0 99.0 99.00
2007 08 24 11 00  94  3.0  3.6  1.67  8.33  6.12 999 1014.8  26.1  27.4 999.0 99.0 99.00
2007 08 24 12 00 100  2.1  2.8  1.72  8.33  6.63 999 1014.2  26.1  27.3 999.0 99.0 99.00
2007 08 24 13 00 140  2.7  3.7  1.55  8.33  6.33 999 1013.6  26.1  27.3 999.0 99.0 99.00
2007 08 24 14 00 118  2.6  3.9  1.66  8.33  6.73 999 1013.3  26.0  27.3 999.0 99.0 99.00
2007 08 24 15 00 135  2.7  3.6  1.61  8.33  6.48 999 1013.5  25.9  27.3 999.0 99.0 99.00
2007 08 24 16 00 133  2.7  3.8  1.71  8.33  6.48 999 1013.7  25.9  27.3 999.0 99.0 99.00
2007 08 24 17 00 139  2.5  3.1  1.59  8.33  6.62 999 1013.9  25.9  27.3 999.0 99.0 99.00
2007 08 24 18 00 123  2.1  2.8  1.52  7.69  6.47 999 1014.5  26.1  27.3 999.0 99.0 99.00
2007 08 24 19 00  67  2.2  3.5  1.58  7.69  6.69 999 1014.7  26.4  27.3 999.0 99.0 99.00
2007 08 24 20 00 102  1.8  3.0  1.55  8.33  6.50 999 1015.0  26.4  27.3 999.0 99.0 99.00
2007 08 24 21 00  65  3.0  4.1  1.49  7.69  6.56 999 1014.8  26.4  27.4 999.0 99.0 99.00
2007 08 24 22 00  86  2.3  3.1  1.58  8.33  6.63 999 1014.7  26.4  27.5 999.0 99.0 99.00
2007 08 24 23 00  55  2.7  3.9  1.55 12.12  6.85 999 1014.3  26.5  27.5 999.0 99.0 99.00
2007 08 25 00 00  59  2.4  3.3  1.55 12.12  6.75 999 1013.5  26.6  27.8 999.0 99.0 99.00
2007 08 25 01 00  50  2.2  3.8  1.70  8.33  6.78 999 1013.1  26.7  28.0 999.0 99.0 99.00
2007 08 25 02 00  56  3.0  4.2  1.64  7.14  6.76 999 1012.8  26.7  27.9 999.0 99.0 99.00
2007 08 25 03 00  39  3.0  4.9  1.65  7.14  6.77 999 1012.4  26.7  27.7 999.0 99.0 99.00
2007 08 25 04 00  48  3.7  5.7  1.56  7.69  6.86 999 1012.5  26.7  27.7 999.0 99.0 99.00
2007 08 25 05 00  64  3.8  4.7  1.62  7.14  6.54 999 1013.0  26.6  27.6 999.0 99.0 99.00
2007 08 25 06 00  63  3.3  4.3  1.52  7.69  6.21 999 1013.5  26.5  27.5 999.0 99.0 99.00
2007 08 25 08 00  95  2.9  3.9  1.66  7.69  6.70 999 1014.7  26.5  27.4 999.0 99.0 99.00
2007 08 25 09 00  74  3.2  4.1  1.56 11.43  6.63 999 1014.9  26.4  27.4 999.0 99.0 99.00
2007 08 25 10 00 106  2.4  3.1  1.67  8.33  6.71 999 1014.6  26.4  27.4 999.0 99.0 99.00
2007 08 25 11 00  97  2.4  3.2  1.63 11.43  6.81 999 1014.1  26.3  27.3 999.0 99.0 99.00
2007 08 25 12 00 121  4.1  5.3  1.55  8.33  6.56 999 1013.6  25.9  27.3 999.0 99.0 99.00
2007 08 25 13 00 132  1.8  3.1  1.70  8.33  6.86 999 1013.0  26.1  27.3 999.0 99.0 99.00
2007 08 25 14 00 127  1.4  2.1  1.59  9.09  6.85 999 1012.6  26.0  27.3 999.0 99.0 99.00
2007 08 25 15 00 124  1.5  2.2  1.63  7.69  6.79 999 1012.6  26.0  27.3 999.0 99.0 99.00
2007 08 25 16 00  80  2.2  2.7  1.70  8.33  7.10 999 1012.8  25.7  27.3 999.0 99.0 99.00
2007 08 25 17 00 101  1.0  1.6  1.65  9.09  6.97 999 1013.2  25.8  27.3 999.0 99.0 99.00
2007 08 25 18 00 136  1.8  2.8  1.65  9.09  7.06 999 1013.8  26.1  27.3 999.0 99.0 99.00
2007 08 25 19 00 134  1.0  1.6  1.50 10.00  7.15 999 1014.3  26.3  27.3 999.0 99.0 99.00
2007 08 25 20 00 112  1.8  2.4  1.53 10.00  7.06 999 1014.4  26.5  27.4 999.0 99.0 99.00
2007 08 25 21 00 112  2.5  3.6  1.64  8.33  7.15 999 1014.6  26.6  27.6 999.0 99.0 99.00
2007 08 25 22 00  94  2.1  2.9  1.54  9.09  7.09 999 1014.2  26.5  27.7 999.0 99.0 99.00
2007 08 25 23 00 102  2.8  4.2  1.42 10.00  6.92 999 1013.7  26.5  27.8 999.0 99.0 99.00
2007 08 26 00 00 106  2.7  3.7  1.49  8.33  6.96 999 1013.0  26.6  27.9 999.0 99.0 99.00
2007 08 26 01 00  81  1.9  2.9  1.50  9.09  7.01 999 1012.4  26.7  28.1 999.0 99.0 99.00
2007 08 26 02 00  59  2.4  3.4  1.52  9.09  7.19 999 1011.8  26.8  28.1 999.0 99.0 99.00
2007 08 26 03 00  79  2.6  3.4  1.43  7.69  6.97 999 1011.5  26.8  28.1 999.0 99.0 99.00
2007 08 26 04 00  84  2.6  3.3  1.41  8.33  6.98 999 1011.8  26.8  27.9 999.0 99.0 99.00
2007 08 26 05 00  72  3.3  4.3  1.48 10.00  7.30 999 1012.1  26.8  27.9 999.0 99.0 99.00
2007 08 26 06 00  82  2.6  3.6  1.54  7.69  7.13 999 1013.0  26.7  27.8 999.0 99.0 99.00
2007 08 26 07 00  81  3.7  4.7  1.34  8.33  7.14 999 1013.8  26.8  27.7 999.0 99.0 99.00
2007 08 26 08 00  88  3.4  4.4  1.30  7.69  6.89 999 1014.3  26.8  27.6 999.0 99.0 99.00
2007 08 26 09 00  87  3.6  4.4  1.50 10.00  7.06 999 1014.4  26.8  27.6 999.0 99.0 99.00
2007 08 26 10 00  91  3.8  4.8  1.51  8.33  7.19 999 1014.2  26.7  27.5 999.0 99.0 99.00
2007 08 26 11 00  67  3.1  4.3  1.43  8.33  6.90 999 1014.0  26.6  27.5 999.0 99.0 99.00
2007 08 26 12 00  62  3.7  4.5  1.45 10.00  7.00 999 1013.4  26.5  27.4 999.0 99.0 99.00
2007 08 26 13 00  49  3.5  4.6  1.47  9.09  6.97 999 1012.8  26.5  27.4 999.0 99.0 99.00
2007 08 26 14 00  63  5.2  6.2  1.42  9.09  6.58 999 1012.4  26.3  27.4 999.0 99.0 99.00
2007 08 26 15 00  96  5.7  6.8  1.48  8.33  6.27 999 1012.0  25.7  27.4 999.0 99.0 99.00
2007 08 26 16 00  86  4.4  5.4  1.63  9.09  6.42 999 1012.4  25.8  27.4 999.0 99.0 99.00
2007 08 26 17 00  97  4.7  6.0  1.57  9.09  6.62 999 1012.9  25.7  27.4 999.0 99.0 99.00
2007 08 26 18 00  87  5.4  6.5  1.51  8.33  6.39 999 1013.4  25.9  27.4 999.0 99.0 99.00
2007 08 26 19 00  72  4.6  5.6  1.57  9.09  6.42 999 1013.8  26.2  27.5 999.0 99.0 99.00
2007 08 26 20 00  81  3.9  5.3  1.52  9.09  6.72 999 1014.1  26.4  27.5 999.0 99.0 99.00
2007 08 26 21 00 121  2.9  4.2  1.38  8.33  6.49 999 1014.2  25.7  27.5 999.0 99.0 99.00
2007 08 26 22 00  77  4.6  5.6  1.40  8.33  6.64 999 1013.9  26.3  27.5 999.0 99.0 99.00
2007 08 26 23 00  86  3.1  3.8  1.53  8.33  6.76 999 1013.5  26.6  27.6 999.0 99.0 99.00
2007 08 27 00 00  87  2.5  3.4  1.50 10.00  6.59 999 1012.7  26.5  27.8 999.0 99.0 99.00
2007 08 27 01 00  83  1.7  2.5  1.42 10.00  6.61 999 1012.3  26.7  27.9 999.0 99.0 99.00
2007 08 27 02 00  58  2.3  3.3  1.43  8.33  6.53 999 1012.0  26.6  28.0 999.0 99.0 99.00
2007 08 27 03 00  56  2.7  3.6  1.43  9.09  6.54 999 1011.8  26.1  27.9 999.0 99.0 99.00
2007 08 27 04 00  84  2.8  3.6  1.45 10.00  6.51 999 1012.0  26.7  27.9 999.0 99.0 99.00
2007 08 27 05 00  79  2.8  3.9  1.40  9.09  6.60 999 1012.5  26.4  27.7 999.0 99.0 99.00
2007 08 27 06 00  94  3.7  4.6  1.41  9.09  6.83 999 1013.2  26.5  27.7 999.0 99.0 99.00
2007 08 27 07 00 101  3.7  4.6  1.37 10.00  7.18 999 1013.7  26.6  27.6 999.0 99.0 99.00
2007 08 27 08 00 103  4.1  5.0  1.45  8.33  7.22 999 1014.3  26.7  27.6 999.0 99.0 99.00
2007 08 27 09 00 123  3.6  4.4  1.32  9.09  6.82 999 1014.3  26.6  27.6 999.0 99.0 99.00
2007 08 27 10 00 109  4.9  5.9  1.39  8.33  6.35 999 1014.2  26.4  27.5 999.0 99.0 99.00
2007 08 27 11 00 112  4.6  5.6  1.30  8.33  6.24 999 1013.8  26.4  27.5 999.0 99.0 99.00
2007 08 27 12 00 112  4.6  5.8  1.33  8.33  6.17 999 1013.3  26.4  27.4 999.0 99.0 99.00
2007 08 27 13 00 122  4.4  5.7  1.43  8.33  6.43 999 1012.8  26.4  27.4 999.0 99.0 99.00
2007 08 27 14 00 127  4.5  5.6  1.42  8.33  6.48 999 1012.5  26.4  27.5 999.0 99.0 99.00
2007 08 27 15 00 139  4.8  5.8  1.44  8.33  6.44 999 1012.5  26.4  27.5 999.0 99.0 99.00
2007 08 27 16 00 141  3.8  4.9  1.35  9.09  6.22 999 1012.9  26.4  27.4 999.0 99.0 99.00
2007 08 27 17 00 141  4.3  5.3  1.38  8.33  6.26 999 1013.2  26.4  27.3 999.0 99.0 99.00
2007 08 27 18 00 130  4.4  5.2  1.45  9.09  6.64 999 1013.8  26.6  27.3 999.0 99.0 99.00
2007 08 27 19 00 128  4.6  5.5  1.28  8.33  6.07 999 1014.2  26.6  27.3 999.0 99.0 99.00
2007 08 27 20 00 115  6.3  7.5  1.37  8.33  5.67 999 1014.5  26.1  27.4 999.0 99.0 99.00
2007 08 27 21 00 119  4.8  5.7  1.39  8.33  5.88 999 1014.5  26.3  27.4 999.0 99.0 99.00
2007 08 27 22 00 118  6.7  7.9  1.43  9.09  5.95 999 1014.2  25.7  27.5 999.0 99.0 99.00
2007 08 27 23 00 114  5.3  6.2  1.38  9.09  5.66 999 1013.8  26.0  27.5 999.0 99.0 99.00
2007 08 28 00 00 128  5.4  6.6  1.43  7.69  5.92 999 1013.0  26.4  27.6 999.0 99.0 99.00
2007 08 28 01 00 178  3.8  4.9  1.48  8.33  6.31 999 1012.4  25.7  27.5 999.0 99.0 99.00
2007 08 28 02 00 124  3.9  6.5  1.44  7.69  6.59 999 1012.1  26.3  27.6 999.0 99.0 99.00
2007 08 28 03 00 122  5.1  6.2  1.42  8.33  6.07 999 1011.9  26.9  27.6 999.0 99.0 99.00
2007 08 28 04 00 114  4.8  5.6  1.35 10.00  5.72 999 1012.2  26.9  27.5 999.0 99.0 99.00
2007 08 28 05 00 119  4.3  5.6  1.41  7.69  5.93 999 1012.6  26.7  27.5 999.0 99.0 99.00
2007 08 28 06 00 116  4.1  5.1  1.34 10.00  6.03 999 1013.0  26.6  27.5 999.0 99.0 99.00
2007 08 28 07 00 117  3.9  4.7  1.27 10.00  6.03 999 1013.5  26.6  27.5 999.0 99.0 99.00
2007 08 28 08 00 124  3.7  4.9  1.30  8.33  6.18 999 1014.0  26.6  27.5 999.0 99.0 99.00
2007 08 28 09 00 127  4.1  5.0  1.25  8.33  6.26 999 1014.3  26.6  27.5 999.0 99.0 99.00
2007 08 28 10 00 123  4.0  5.0  1.33 17.39  6.55 999 1014.2  26.4  27.4 999.0 99.0 99.00
2007 08 28 11 00 118  3.9  4.8  1.31  7.14  6.29 999 1013.8  26.6  27.4 999.0 99.0 99.00
2007 08 28 12 00 134  3.9  4.8  1.34  8.33  6.27 999 1013.5  25.7  27.4 999.0 99.0 99.00
2007 08 28 13 00 119  2.5  3.3  1.37  8.33  6.41 999 1013.1  26.0  27.4 999.0 99.0 99.00
2007 08 28 14 00 125  2.0  2.7  1.49  8.33  6.76 999 1012.9  26.1  27.4 999.0 99.0 99.00
2007 08 28 15 00 118  2.5  3.6  1.37  7.69  6.49 999 1012.9  26.4  27.4 999.0 99.0 99.00
2007 08 28 16 00 132  2.3  3.4  1.48  8.33  6.67 999 1013.3  26.3  27.4 999.0 99.0 99.00
2007 08 28 17 00 137  2.7  3.5  1.48  7.69  6.76 999 1013.8  26.3  27.4 999.0 99.0 99.00
2007 08 28 18 00 117  1.5  2.0  1.41 17.39  6.79 999 1014.2  26.3  27.4 999.0 99.0 99.00
2007 08 28 19 00  80  2.3  3.0  1.57  9.09  7.15 999 1014.4  26.6  27.4 999.0 99.0 99.00
2007 08 28 20 00 129  3.3  4.3  1.44 17.39  7.22 999 1014.7  26.6  27.5 999.0 99.0 99.00
2007 08 28 21 00 130  2.9  3.8  1.44  9.09  7.34 999 1014.7  26.7  27.6 999.0 99.0 99.00
2007 08 28 22 00 113  3.0  4.0  1.44  8.33  6.94 999 1014.3  26.7  27.8 999.0 99.0 99.00
2007 08 28 23 00 105  3.2  4.0  1.36 17.39  7.05 999 1013.8  26.7  27.9 999.0 99.0 99.00
2007 08 29 00 00 103  3.0  4.1  1.26  8.33  6.55 999 1013.3  26.7  28.0 999.0 99.0 99.00
2007 08 29 01 00 104  2.9  3.8  1.44 16.00  7.54 999 1012.8  26.9  27.9 999.0 99.0 99.00
2007 08 29 02 00  77  3.2  4.2  1.33  9.09  7.31 999 1012.5  26.9  28.0 999.0 99.0 99.00
2007 08 29 03 00  77  2.4  3.3  1.38 16.00  7.30 999 1012.4  27.1  27.9 999.0 99.0 99.00
2007 08 29 04 00  68  3.7  4.6  1.34  7.69  7.01 999 1012.6  27.0  28.0 999.0 99.0 99.00
2007 08 29 05 00  61  4.0  5.4  1.30  9.09  6.89 999 1012.9  27.0  27.9 999.0 99.0 99.00
2007 08 29 06 00  65  3.4  4.4  1.36 16.00  7.04 999 1013.3  26.9  27.8 999.0 99.0 99.00
2007 08 29 07 00  41  5.0  6.2  1.29  9.09  6.88 999 1013.8  27.0  27.8 999.0 99.0 99.00
2007 08 29 08 00  63  4.9  5.9  1.26 16.00  6.39 999 1014.2  26.0  27.7 999.0 99.0 99.00
2007 08 29 09 00  68  5.4  6.6  1.43 16.00  6.70 999 1014.4  27.0  27.7 999.0 99.0 99.00
2007 08 29 10 00  64  5.7  6.8  1.58 16.00  6.58 999 1014.3  26.9  27.6 999.0 99.0 99.00
2007 08 29 11 00  64  5.2  6.4  1.64 16.00  6.33 999 1013.9  26.8  27.5 999.0 99.0 99.00
2007 08 29 12 00  59  5.7  7.0  1.61 16.00  6.55 999 1013.5  26.6  27.6 999.0 99.0 99.00
2007 08 29 13 00  64  4.8  5.9  1.45 16.00  6.14 999 1013.0  26.6  27.6 999.0 99.0 99.00
2007 08 29 14 00  69  2.9  3.7  1.36 14.81  6.06 999 1013.0  26.2  27.6 999.0 99.0 99.00
2007 08 29 15 00 103  4.0  4.9  1.37  8.33  6.17 999 1012.8  26.5  27.6 999.0 99.0 99.00
2007 08 29 16 00 110  4.1  5.1  1.36 16.00  6.19 999 1013.0  26.5  27.5 999.0 99.0 99.00
2007 08 29 17 00 109  3.8  4.7  1.48 16.00  6.63 999 1013.2  26.5  27.5 999.0 99.0 99.00
2007 08 29 18 00  98  3.5  4.2  1.49 14.81  6.53 999 1013.7  26.6  27.5 999.0 99.0 99.00
2007 08 29 19 00  85  4.2  5.1  1.43 14.81  6.50 999 1014.3  26.7  27.6 999.0 99.0 99.00
2007 08 29 20 00  78  4.2  5.5  1.40 16.00  6.83 999 1014.5  26.8  27.6 999.0 99.0 99.00
2007 08 29 21 00  72  3.7  4.9  1.47 14.81  7.26 999 1014.6  26.8  27.7 999.0 99.0 99.00
2007 08 29 22 00  76  4.0  4.9  1.33 14.81  6.47 999 1014.2  26.9  27.8 999.0 99.0 99.00
2007 08 29 23 00  66  3.3  4.2  1.38 14.81  6.78 999 1013.7  26.9  27.9 999.0 99.0 99.00
2007 08 30 00 00  57  3.3  4.4  1.39 14.81  6.55 999 1013.0  27.0  28.0 999.0 99.0 99.00
2007 08 30 01 00  57  4.3  5.5  1.38 16.00  6.18 999 1012.5  27.0  28.0 999.0 99.0 99.00
2007 08 30 02 00  64  4.2  5.2  1.60 14.81  6.53 999 1012.0  27.2  28.0 999.0 99.0 99.00
2007 08 30 03 00  89  4.9  7.7  1.54 16.00  6.18 999 1011.9  26.7  28.0 999.0 99.0 99.00
2007 08 30 04 00  98  3.7  4.5  1.65 16.00  6.19 999 1012.1  26.1  27.9 999.0 99.0 99.00
2007 08 30 05 00 112  4.7  5.5  1.59 14.81  5.83 999 1012.8  26.8  27.8 999.0 99.0 99.00
2007 08 30 06 00 123  4.6  5.6  1.59 10.00  5.70 999 1013.4  26.7  27.8 999.0 99.0 99.00
2007 08 30 07 00 111  4.7  5.6  1.49 13.79  5.77 999 1014.0  26.7  27.7 999.0 99.0 99.00
2007 08 30 08 00  99  5.6  6.5  1.51 13.79  6.57 999 1014.4  26.9  27.7 999.0 99.0 99.00
2007 08 30 09 00 100  4.5  6.7  1.60 14.81  7.01 999 1014.5  26.7  27.7 999.0 99.0 99.00
2007 08 30 10 00 135  5.7  6.6  1.53 13.79  6.21 999 1014.5  26.3  27.7 999.0 99.0 99.00
2007 08 30 11 00 128  3.9  4.8  1.61 14.81  6.17 999 1014.3  26.4  27.6 999.0 99.0 99.00
2007 08 30 12 00  94  3.4  4.2  1.58 14.81  6.27 999 1013.9  26.5  27.6 999.0 99.0 99.00
2007 08 30 13 00  80  3.4  4.7  1.46 13.79  6.00 999 1013.7  26.7  27.6 999.0 99.0 99.00
2007 08 30 14 00  77  3.2  4.3  1.47 14.81  6.60 999 1013.4  26.6  27.6 999.0 99.0 99.00
2007 08 30 15 00  82  2.8  3.4  1.64 14.81  6.83 999 1013.7  26.5  27.6 999.0 99.0 99.00
2007 08 30 16 00  73  3.1  3.8  1.51 14.81  6.35 999 1014.0  26.5  27.6 999.0 99.0 99.00
2007 08 30 17 00  84  3.1  3.8  1.63 10.00  6.93 999 1014.4  26.5  27.6 999.0 99.0 99.00
2007 08 30 18 00  75  2.5  3.4  1.53  9.09  6.44 999 1015.0  26.8  27.6 999.0 99.0 99.00
2007 08 30 19 00  93  2.5  3.7  1.48 13.79  6.84 999 1015.4  26.9  27.7 999.0 99.0 99.00
2007 08 30 20 00  87  3.9  4.8  1.59 14.81  7.38 999 1015.6  26.8  27.7 999.0 99.0 99.00
